it,current,target,prediction,correct
14837,3,0,0,1,8.2151
14846,4,6,6,1,7.9940
14854,3,0,0,1,8.2054
14863,9,6,6,1,8.0749
14871,3,0,0,1,8.2892
14880,9,1,1,1,7.9946
14889,4,6,6,1,8.1656
14897,3,0,0,1,7.8373
14906,4,1,1,1,7.8827
14915,9,1,1,1,7.8611
14924,4,1,1,1,7.7524
14932,8,0,0,1,7.8548
14940,8,0,0,1,8.0163
14949,4,1,1,1,7.6925
14957,3,5,5,1,7.5729
14965,3,0,0,1,7.6576
14973,3,0,0,1,7.9962
14981,8,5,5,1,7.7749
14989,3,5,5,1,7.7090
14998,9,1,1,1,7.5422
15007,9,6,6,1,7.7058
15016,9,6,6,1,8.2467
15025,4,6,6,1,7.8511
15033,8,0,0,1,7.8262
15041,3,0,0,1,7.6411
15049,8,5,5,1,7.5656
15058,9,6,6,1,7.3485
15067,4,6,6,1,7.1810
15076,4,1,1,1,7.3362
15085,9,1,1,1,7.3816
15093,8,0,0,1,7.5776
15101,8,5,5,1,7.6697
15110,9,6,6,1,7.5025
15119,9,6,6,1,7.5414
15127,3,0,0,1,7.5036
15135,8,5,5,1,7.5650
15143,8,0,0,1,7.8524
15152,4,6,6,1,8.0469
15161,9,1,1,1,7.7703
15169,3,0,0,1,7.9167
15178,9,1,1,1,8.1681
15186,8,5,5,1,7.8809
15194,3,0,0,1,7.9891
15202,3,5,5,1,7.6889
15211,9,1,1,1,7.6892
15219,8,5,5,1,7.7890
15227,3,5,5,1,8.1301
15235,8,0,0,1,7.8452
15244,9,6,6,1,7.7751
15253,9,6,6,1,7.7290
15262,9,1,1,1,7.8454
15270,8,5,5,1,7.6986
15279,4,1,1,1,7.7150
15287,8,5,5,1,7.8848
15295,3,5,5,1,8.3624
15303,8,5,5,1,8.2050
15311,8,0,0,1,8.3242
15319,8,5,5,1,8.1355
15328,4,6,6,1,8.1885
15337,4,6,6,1,8.0553
15346,9,6,6,1,8.1293
15355,4,1,1,1,8.3158
15363,8,5,5,1,8.4813
15372,4,6,6,1,8.3360
15380,3,0,0,1,8.0254
15388,8,5,5,1,7.9972
15397,9,6,6,1,8.2547
15405,3,5,5,1,8.3233
15413,3,5,5,1,8.5440
15421,8,5,5,1,8.4022
15429,3,0,0,1,8.8321
15437,3,5,5,1,9.3653
15446,9,6,6,1,8.8982
15454,8,5,5,1,8.5468
15463,4,1,1,1,8.3859
15471,8,5,5,1,7.9809
15480,4,1,1,1,7.9807
15489,4,1,1,1,7.9195
15497,3,5,5,1,8.4606
15506,9,1,1,1,8.3624
15515,9,1,1,1,8.0468
15523,8,5,5,1,8.0706
15531,8,5,5,1,8.1571
15540,9,1,1,1,8.1440
15549,4,1,1,1,8.1886
15557,3,0,0,1,8.1190
15565,8,0,0,1,8.3889
15574,9,1,1,1,8.0337
15583,9,1,1,1,7.8557
15592,9,6,6,1,7.8514
15601,9,6,6,1,7.6549
15609,8,0,0,1,7.8064
15618,4,1,1,1,7.8587
15626,8,5,5,1,7.6766
15634,8,5,5,1,7.6452
15642,8,0,0,1,7.9473
15650,8,0,0,1,7.9200
15658,3,5,5,1,8.1862
15667,4,6,6,1,8.0686
15676,4,1,1,1,8.0555
15685,4,1,1,1,7.9822
15693,8,0,0,1,7.8742
15701,3,0,0,1,8.0266
15709,8,0,0,1,8.1396
15717,8,5,5,1,8.1146
15725,3,5,5,1,8.3143
15734,9,1,1,1,7.8726
15742,3,5,5,1,8.1466
15751,4,6,6,1,8.2738
15760,4,6,6,1,8.2894
15769,9,1,1,1,7.9740
15777,3,5,5,1,7.9353
15785,8,0,0,1,7.9961
15794,9,1,1,1,8.0607
15803,9,6,6,1,8.1528
15811,8,5,5,1,7.9369
15820,9,1,1,1,8.0665
15829,4,1,1,1,7.8571
15837,3,5,5,1,7.8214
15846,9,1,1,1,7.7787
15855,9,6,6,1,7.9086
15864,4,1,1,1,7.8842
15872,3,5,5,1,7.9208
15880,8,0,0,1,8.3712
15888,3,5,5,1,8.5397
15897,9,6,6,1,8.4053
15905,8,5,5,1,8.1289
15913,8,0,0,1,8.4899
15922,4,6,6,1,8.3630
15931,4,1,1,1,8.2029
15940,4,6,6,1,7.8226
15948,8,0,0,1,7.8209
15956,8,5,5,1,7.6561
15965,9,1,1,1,7.7090
15973,3,0,0,1,7.8794
15982,9,6,6,1,7.7713
15991,4,6,6,1,7.5307
15999,8,0,0,1,7.7028
16008,9,1,1,1,7.7281
16016,3,0,0,1,7.5798
16025,4,1,1,1,7.7834
16034,9,1,1,1,7.5319
16043,9,1,1,1,7.3445
16051,8,0,0,1,7.4080
16059,3,5,5,1,7.5627
16067,8,0,0,1,7.8825
16076,9,1,1,1,7.5994
16085,4,6,6,1,7.8074
16094,4,1,1,1,7.5838
16102,3,5,5,1,7.8205
16110,8,5,5,1,8.0924
16119,4,6,6,1,8.1615
16127,8,0,0,1,7.8239
16136,4,6,6,1,7.8601
16145,4,1,1,1,7.7904
16153,8,0,0,1,7.6961
16161,3,5,5,1,7.7909
16169,3,5,5,1,8.1070
16178,4,6,6,1,8.0502
16187,9,6,6,1,7.9452
16195,8,0,0,1,8.0182
16203,8,0,0,1,7.9938
16211,3,5,5,1,7.8815
16219,3,0,0,1,7.9523
16228,4,1,1,1,7.8461
16236,8,0,0,1,7.9102
16244,8,0,0,1,7.8714
16252,8,5,5,1,7.8761
16261,4,1,1,1,7.6756
16270,9,6,6,1,7.8310
16279,9,1,1,1,7.6863
16287,3,0,0,1,8.1421
16296,9,6,6,1,8.2408
16304,8,0,0,1,8.2177
16312,8,0,0,1,8.1309
16320,3,5,5,1,7.9680
16329,9,6,6,1,7.8989
16338,4,6,6,1,7.8918
16347,9,6,6,1,7.9515
16356,9,1,1,1,7.8330
16365,4,1,1,1,7.9187
16374,9,1,1,1,7.9362
16383,4,6,6,1,8.0727
16391,8,5,5,1,7.9366
16399,8,5,5,1,8.2632
16407,3,5,5,1,7.9331
16416,9,1,1,1,7.8126
16424,3,0,0,1,7.8983
16432,3,0,0,1,8.4052
16440,8,5,5,1,8.1946
16449,4,1,1,1,8.0278
16458,4,1,1,1,7.8231
16466,8,5,5,1,7.6148
16475,4,1,1,1,7.3654
16484,4,1,1,1,7.2093
16492,3,0,0,1,7.1941
16500,8,5,5,1,7.6454
16509,4,6,6,1,7.9755
16518,4,6,6,1,7.8819
16526,8,0,0,1,8.0997
16535,4,1,1,1,8.2412
16544,9,1,1,1,8.4394
16553,4,1,1,1,8.5026
16562,9,6,6,1,8.1732
16571,9,1,1,1,8.1221
16580,4,6,6,1,7.8122
16588,3,0,0,1,8.0859
16597,9,1,1,1,7.8354
16605,8,5,5,1,7.7407
16614,4,6,6,1,7.7062
16622,8,0,0,1,8.0187
16631,4,6,6,1,8.0638
16640,4,6,6,1,7.8527
16648,3,0,0,1,7.7202
16656,3,5,5,1,7.8788
16665,4,6,6,1,7.8783
16674,4,6,6,1,7.7021
16683,9,1,1,1,7.5786
16692,9,1,1,1,7.5614
16700,8,0,0,1,7.6243
16708,3,5,5,1,7.7957
16717,4,1,1,1,7.7232
16726,9,1,1,1,7.6677
16734,8,0,0,1,7.8945
16742,8,0,0,1,7.9166
16750,8,5,5,1,7.7869
16759,4,6,6,1,7.7166
16767,3,5,5,1,7.5951
16776,9,1,1,1,7.6737
16784,3,0,0,1,7.7315
16793,4,1,1,1,7.6188
16801,8,0,0,1,7.9328
16809,3,0,0,1,8.3128
16818,9,6,6,1,7.9994
16826,8,5,5,1,7.8242
16835,4,6,6,1,7.6111
16844,4,6,6,1,7.5205
16852,3,0,0,1,7.6605
16861,4,6,6,1,7.5250
16869,3,5,5,1,7.8038
16877,3,0,0,1,8.2942
16885,8,0,0,1,8.4107
16894,4,6,6,1,8.2747
16903,9,6,6,1,8.1279
16912,9,6,6,1,7.8704
16920,8,5,5,1,8.0013
16928,3,0,0,1,8.2856
16937,4,1,1,1,8.2091
16946,4,6,6,1,8.3726
16954,8,0,0,1,8.7753
16962,3,5,5,1,8.7804
16971,4,6,6,1,8.3217
16979,8,0,0,1,8.3913
16988,4,6,6,1,8.0118
16997,9,6,6,1,7.9617
17005,8,0,0,1,8.3424
17014,9,1,1,1,8.3766
17023,9,6,6,1,8.2793
17032,4,1,1,1,7.8990
17040,3,5,5,1,8.3075
17049,9,1,1,1,8.0055
17058,9,6,6,1,8.2843
17067,9,6,6,1,8.3276
17075,8,0,0,1,8.0969
17083,8,0,0,1,8.2866
17091,8,5,5,1,8.0654
17099,8,0,0,1,8.0723
17107,3,0,0,1,8.6034
17115,3,0,0,1,8.5104
17123,3,5,5,1,8.5384
17131,3,0,0,1,8.7366
17139,3,5,5,1,8.5062
17147,8,5,5,1,8.2992
17156,4,1,1,1,8.0531
17165,9,6,6,1,7.9012
17173,3,0,0,1,7.9766
17182,4,6,6,1,8.1402
17191,4,1,1,1,7.8126
17200,4,6,6,1,8.0260
17208,3,5,5,1,8.4542
17216,3,0,0,1,8.3272
17224,3,5,5,1,8.2103
17232,3,0,0,1,8.4389
17240,3,0,0,1,8.5080
17248,3,5,5,1,8.6243
17257,9,6,6,1,8.3685
17265,3,5,5,1,8.3995
17273,3,0,0,1,8.3802
17282,9,6,6,1,8.2472
17290,8,5,5,1,8.3531
17298,8,5,5,1,8.1688
17307,9,6,6,1,8.3627
17315,8,5,5,1,8.2619
17323,3,0,0,1,8.1899
17331,8,0,0,1,8.5465
17340,4,6,6,1,8.2614
17348,8,5,5,1,8.1906
17356,3,5,5,1,8.1931
17365,9,1,1,1,8.0625
17374,4,6,6,1,8.1881
17382,3,5,5,1,8.2402
17391,9,6,6,1,8.2737
17400,4,6,6,1,8.1175
17409,4,1,1,1,8.1131
17418,9,1,1,1,7.9361
17427,4,6,6,1,7.9379
17435,8,0,0,1,7.9547
17443,8,5,5,1,8.2628
17452,4,1,1,1,8.1684
17460,3,5,5,1,8.4878
17469,4,6,6,1,8.6067
17478,9,6,6,1,8.3845
17486,3,5,5,1,8.7096
17494,3,0,0,1,8.6569
17503,4,6,6,1,8.5370
17512,9,1,1,1,8.8020
17520,8,5,5,1,8.5979
17529,4,1,1,1,8.5714
17538,4,1,1,1,8.6160
17546,8,5,5,1,8.3665
17555,9,1,1,1,8.4140
17564,9,1,1,1,8.9125
17572,3,0,0,1,8.5656
17580,8,0,0,1,8.4400
17588,8,0,0,1,8.6078
17596,8,5,5,1,8.2296
17604,3,5,5,1,8.1822
17612,3,5,5,1,8.1520
17620,3,5,5,1,8.2622
17629,4,6,6,1,8.1839
17638,4,1,1,1,8.0037
17647,9,6,6,1,8.3266
17656,9,6,6,1,8.2866
17664,3,0,0,1,8.3291
17672,8,5,5,1,8.5732
17681,9,6,6,1,8.3627
17690,9,6,6,1,8.0331
17698,3,0,0,1,8.1916
17707,4,6,6,1,8.0382
17716,4,1,1,1,8.1933
17724,3,5,5,1,7.9148
17732,3,5,5,1,8.0694
17740,3,0,0,1,7.8862
17748,3,0,0,1,7.9207
17757,9,6,6,1,7.7553
17765,3,0,0,1,8.1483
17774,9,6,6,1,7.9877
17783,9,1,1,1,8.0380
17791,8,0,0,1,8.1253
17800,9,6,6,1,8.0595
17808,8,5,5,1,8.0761
17816,3,0,0,1,7.7551
17825,4,6,6,1,7.7357
17833,8,0,0,1,7.4658
17842,4,6,6,1,7.4142
17851,9,6,6,1,7.6777
17859,3,5,5,1,8.0734
17868,4,6,6,1,8.2411
17877,4,6,6,1,8.0302
17885,3,0,0,1,7.9962
17893,8,5,5,1,8.0696
17902,9,6,6,1,8.0776
17910,3,5,5,1,7.7919
17918,3,5,5,1,7.9237
17926,8,0,0,1,7.8979
17935,9,6,6,1,7.9681
17943,3,5,5,1,7.8823
17951,8,0,0,1,8.1301
17959,8,0,0,1,8.2174
17968,9,1,1,1,8.2348
17977,4,1,1,1,8.3123
17986,4,1,1,1,8.0873
17994,8,0,0,1,7.8240
18003,9,6,6,1,7.7444
18012,4,6,6,1,7.8104
18021,4,6,6,1,8.1710
18029,3,0,0,1,8.0328
18038,9,1,1,1,8.0773
18047,9,6,6,1,7.6901
18055,3,5,5,1,7.4649
18064,4,1,1,1,7.7086
18073,9,1,1,1,7.4283
18081,8,0,0,1,7.4495
18089,8,5,5,1,7.4378
18098,9,6,6,1,7.2941
18107,4,1,1,1,7.3708
18115,3,5,5,1,7.3439
18124,9,6,6,1,7.4769
18132,3,5,5,1,7.5092
18140,3,5,5,1,7.4429
18148,3,0,0,1,7.2589
18157,9,6,6,1,7.4289
18166,4,6,6,1,7.5302
18174,8,5,5,1,7.7675
18182,8,5,5,1,7.6793
18190,3,0,0,1,7.7784
18199,4,1,1,1,8.0741
18208,9,6,6,1,7.7944
18217,4,6,6,1,7.6772
18225,3,0,0,1,7.8444
18233,8,0,0,1,7.6021
18242,9,1,1,1,7.5365
18251,4,6,6,1,7.8365
18259,8,0,0,1,8.0147
18268,4,1,1,1,8.4004
18276,8,0,0,1,8.2228
18285,4,6,6,1,7.9289
18294,9,1,1,1,8.1737
18302,3,0,0,1,7.9725
18310,8,5,5,1,8.0363
18319,4,6,6,1,8.0699
18327,8,5,5,1,8.2207
18336,9,1,1,1,8.0145
18345,4,6,6,1,8.0779
18353,3,0,0,1,7.8824
18362,4,6,6,1,7.7251
18370,8,0,0,1,7.8003
18379,9,6,6,1,7.9043
18387,3,0,0,1,7.7881
18395,8,5,5,1,7.6294
18404,4,6,6,1,7.4688
18412,8,5,5,1,7.7234
18421,4,1,1,1,7.5983
18430,4,1,1,1,7.4828
18439,9,1,1,1,7.3916
18448,9,6,6,1,7.4102
18456,8,0,0,1,7.4565
18464,8,5,5,1,7.6235
18472,3,0,0,1,7.9968
18480,8,0,0,1,7.6562
18488,3,5,5,1,7.6724
18497,4,1,1,1,7.9894
18506,9,6,6,1,7.8627
18515,4,1,1,1,8.0815
18523,3,0,0,1,8.0051
18532,4,6,6,1,8.2154
18540,3,0,0,1,8.1397
18549,4,1,1,1,7.9334
18557,8,5,5,1,8.1853
18565,3,5,5,1,7.9507
18574,9,6,6,1,7.6400
18582,3,0,0,1,7.5486
18590,3,0,0,1,7.4737
18598,8,0,0,1,7.3450
18607,4,6,6,1,7.2245
18616,4,1,1,1,7.0619
18625,9,6,6,1,7.1477
18633,3,0,0,1,7.2132
18642,9,1,1,1,7.5912
18650,8,0,0,1,7.7023
18658,3,0,0,1,7.5413
18667,4,6,6,1,7.2937
18676,9,6,6,1,7.4574
18685,9,6,6,1,7.3310
18694,9,6,6,1,7.3226
18703,9,1,1,1,7.1510
18712,9,1,1,1,7.0068
18721,4,1,1,1,7.4837
18729,3,0,0,1,7.9652
18737,8,0,0,1,7.5659
18746,9,1,1,1,7.5038
18755,4,6,6,1,7.6340
18763,8,0,0,1,7.7224
18772,4,6,6,1,7.5006
18780,3,5,5,1,7.5529
18789,9,6,6,1,7.4702
18798,4,6,6,1,7.6385
18806,8,5,5,1,7.5474
18814,3,5,5,1,7.8418
18823,4,6,6,1,7.7355
18831,3,0,0,1,7.5822
18840,4,1,1,1,7.5264
18848,3,5,5,1,7.7363
18857,9,1,1,1,7.6334
18865,8,5,5,1,8.2591
18874,9,1,1,1,8.1397
18883,9,1,1,1,8.2556
18891,3,0,0,1,8.0291
18900,4,1,1,1,7.9458
18908,3,5,5,1,8.1807
18916,3,5,5,1,7.9037
18925,4,6,6,1,7.8363
18933,3,0,0,1,8.5120
18941,3,5,5,1,8.2668
18949,3,5,5,1,8.0861
18958,9,1,1,1,7.9814
18967,4,6,6,1,7.6599
18976,4,1,1,1,7.5808
18985,9,6,6,1,7.5700
18993,8,5,5,1,7.6069
19002,4,6,6,1,7.8806
19011,4,1,1,1,7.6765
19019,3,5,5,1,8.0333
19027,3,0,0,1,7.7523
19035,8,0,0,1,7.7863
19044,9,1,1,1,7.8208
19053,9,6,6,1,7.8549
19061,8,0,0,1,7.7490
19069,3,0,0,1,7.8553
19077,3,0,0,1,7.9510
19086,4,1,1,1,7.6530
19094,3,0,0,1,7.7742
19103,4,1,1,1,7.5607
19112,9,6,6,1,7.4597
19121,9,6,6,1,7.7274
19129,8,5,5,1,7.8114
19137,3,5,5,1,7.8811
19145,8,0,0,1,7.8910
19153,3,5,5,1,7.9242
19162,9,6,6,1,7.8752
19170,8,0,0,1,7.8299
19179,9,1,1,1,7.9357
19187,8,0,0,1,8.0679
19196,4,1,1,1,7.9591
19204,8,0,0,1,7.9031
19212,8,0,0,1,7.8673
19220,3,5,5,1,7.8291
19228,8,5,5,1,8.1321
19237,4,1,1,1,7.8706
19245,8,5,5,1,8.1117
19254,9,1,1,1,7.9226
19263,9,6,6,1,8.0942
19272,4,6,6,1,7.8797
19280,3,0,0,1,7.9997
19288,3,5,5,1,7.8804
19297,4,6,6,1,7.7273
19306,9,1,1,1,7.6503
19315,9,6,6,1,7.7600
19323,8,0,0,1,7.7940
19332,9,1,1,1,7.9461
19341,4,1,1,1,8.0102
19349,8,0,0,1,7.9842
19357,8,0,0,1,8.4182
19365,3,0,0,1,8.4730
19374,4,1,1,1,8.0685
19383,4,6,6,1,8.2755
19392,9,1,1,1,7.8591
19401,4,1,1,1,7.9587
19410,4,6,6,1,7.8387
19419,9,1,1,1,7.8997
19428,4,6,6,1,7.8057
19437,9,1,1,1,7.5876
19446,4,1,1,1,7.6034
19454,3,5,5,1,7.6998
19462,8,5,5,1,7.7779
19470,8,5,5,1,7.7955
19479,9,1,1,1,7.9599
19487,8,5,5,1,8.0069
19496,9,1,1,1,7.8685
19505,9,1,1,1,7.8461
19513,8,0,0,1,8.0680
19521,8,0,0,1,7.9637
19530,4,6,6,1,7.9841
19539,9,6,6,1,7.9220
19547,3,5,5,1,8.0317
19556,9,1,1,1,8.0445
19565,9,6,6,1,8.1262
19574,9,6,6,1,7.9398
19582,3,5,5,1,8.0027
19590,3,5,5,1,7.8414
19598,3,5,5,1,7.8984
19606,3,0,0,1,8.0849
19614,8,5,5,1,8.1653
19622,8,5,5,1,8.5794
19631,4,1,1,1,8.3749
19639,8,0,0,1,8.0352
19648,9,6,6,1,7.9348
19656,3,0,0,1,7.9739
19665,9,6,6,1,7.7044
19674,9,1,1,1,8.0837
19682,3,5,5,1,8.3214
19691,9,1,1,1,8.0633
19699,3,0,0,1,7.9991
19708,4,1,1,1,7.8433
19717,9,1,1,1,7.5878
19726,4,6,6,1,7.8149
19734,3,5,5,1,7.8526
19742,3,0,0,1,7.6987
19751,9,6,6,1,7.5579
19759,3,5,5,1,7.6173
19768,9,6,6,1,7.4552
19776,8,0,0,1,7.4536
19784,8,5,5,1,7.6169
19793,9,6,6,1,7.8782
19801,3,5,5,1,7.6115
19809,3,0,0,1,7.7183
19818,9,1,1,1,7.7619
19826,8,5,5,1,7.9213
19835,9,1,1,1,7.6137
19844,4,1,1,1,7.5714
19853,9,1,1,1,7.7745
19862,9,1,1,1,7.6853
19871,4,1,1,1,7.4634
19880,4,1,1,1,7.5090
19888,8,5,5,1,7.9113
19897,4,1,1,1,7.6390
19905,8,0,0,1,7.7392
19914,4,6,6,1,7.8090
19922,8,5,5,1,7.7925
19931,4,1,1,1,7.6374
19940,9,6,6,1,7.8286
19949,9,6,6,1,7.4981
19957,3,0,0,1,7.5168
19965,3,0,0,1,7.9769
19973,3,5,5,1,7.6615
19981,3,5,5,1,7.5473
19989,3,5,5,1,7.4809
19998,4,1,1,1,7.8935
